"country","continent","year","lifeExp","pop","gdpPercap"
"Chad","Africa",1972,45.569,3899068,1104.103987
"Chad","Africa",1977,47.383,4388260,1133.98495
"Chile","Americas",1952,54.745,6377619,3939.978789
"Chile","Americas",1957,56.074,7048426,4315.622723
"Chile","Americas",1962,57.924,7961258,4519.094331
"Chile","Americas",1967,60.523,8858908,5106.654313
"Chile","Americas",1972,63.441,9717524,5494.024437
"Chile","Americas",1977,67.052,10599793,4756.763836
"China","Asia",1952,44,556263527,400.448611
"China","Asia",1957,50.54896,637408000,575.9870009
"China","Asia",1962,44.50136,665770000,487.6740183
"China","Asia",1967,58.38112,754550000,612.7056934
"China","Asia",1972,63.11888,862030000,676.9000921
"China","Asia",1977,63.96736,943455000,741.2374699
"Colombia","Americas",1952,50.643,12350771,2144.115096
"Colombia","Americas",1957,55.118,14485993,2323.805581
"Colombia","Americas",1962,57.863,17009885,2492.351109
"Colombia","Americas",1967,59.963,19764027,2678.729839
"Colombia","Americas",1972,61.623,22542890,3264.660041
"Colombia","Americas",1977,63.837,25094412,3815.80787
"Comoros","Africa",1952,40.715,153936,1102.990936
"Comoros","Africa",1957,42.46,170928,1211.148548
"Comoros","Africa",1962,44.467,191689,1406.648278
"Comoros","Africa",1967,46.472,217378,1876.029643
"Comoros","Africa",1972,48.944,250027,1937.577675
"Comoros","Africa",1977,50.939,304739,1172.603047
"Congo, Dem. Rep.","Africa",1952,39.143,14100005,780.5423257
"Congo, Dem. Rep.","Africa",1957,40.652,15577932,905.8602303
"Congo, Dem. Rep.","Africa",1962,42.122,17486434,896.3146335
"Congo, Dem. Rep.","Africa",1967,44.056,19941073,861.5932424
"Congo, Dem. Rep.","Africa",1972,45.989,23007669,904.8960685
"Congo, Dem. Rep.","Africa",1977,47.804,26480870,795.757282
"Congo, Rep.","Africa",1952,42.111,854885,2125.621418
"Congo, Rep.","Africa",1957,45.053,940458,2315.056572
"Congo, Rep.","Africa",1962,48.435,1047924,2464.783157
"Congo, Rep.","Africa",1967,52.04,1179760,2677.939642
"Congo, Rep.","Africa",1972,54.907,1340458,3213.152683
"Congo, Rep.","Africa",1977,55.625,1536769,3259.178978
"Costa Rica","Americas",1952,57.206,926317,2627.009471
"Costa Rica","Americas",1957,60.026,1112300,2990.010802
"Costa Rica","Americas",1962,62.842,1345187,3460.937025
"Costa Rica","Americas",1967,65.424,1588717,4161.727834
"Costa Rica","Americas",1972,67.849,1834796,5118.146939
"Costa Rica","Americas",1977,70.75,2108457,5926.876967
"Cote d'Ivoire","Africa",1952,40.477,2977019,1388.594732
"Cote d'Ivoire","Africa",1957,42.469,3300000,1500.895925
"Cote d'Ivoire","Africa",1962,44.93,3832408,1728.869428
"Cote d'Ivoire","Africa",1967,47.35,4744870,2052.050473
"Cote d'Ivoire","Africa",1972,49.801,6071696,2378.201111
"Cote d'Ivoire","Africa",1977,52.374,7459574,2517.736547
"Croatia","Europe",1952,61.21,3882229,3119.23652
"Croatia","Europe",1957,64.77,3991242,4338.231617
"Croatia","Europe",1962,67.13,4076557,5477.890018
"Croatia","Europe",1967,68.5,4174366,6960.297861
"Croatia","Europe",1972,69.61,4225310,9164.090127
"Croatia","Europe",1977,70.64,4318673,11305.38517
"Cuba","Americas",1952,59.421,6007797,5586.53878
"Cuba","Americas",1957,62.325,6640752,6092.174359
"Cuba","Americas",1962,65.246,7254373,5180.75591
"Cuba","Americas",1967,68.29,8139332,5690.268015
"Cuba","Americas",1972,70.723,8831348,5305.445256
"Cuba","Americas",1977,72.649,9537988,6380.494966
"Czech Republic","Europe",1952,66.87,9125183,6876.14025
"Czech Republic","Europe",1957,69.03,9513758,8256.343918
"Czech Republic","Europe",1962,69.9,9620282,10136.86713
"Czech Republic","Europe",1967,70.38,9835109,11399.44489
"Czech Republic","Europe",1972,70.29,9862158,13108.4536
"Czech Republic","Europe",1977,70.71,10161915,14800.16062
"Denmark","Europe",1952,70.78,4334000,9692.385245
"Denmark","Europe",1957,71.81,4487831,11099.65935
"Denmark","Europe",1962,72.35,4646899,13583.31351
"Denmark","Europe",1967,72.96,4838800,15937.21123
"Denmark","Europe",1972,73.47,4991596,18866.20721
"Denmark","Europe",1977,74.69,5088419,20422.9015
"Djibouti","Africa",1952,34.812,63149,2669.529475
"Djibouti","Africa",1957,37.328,71851,2864.969076
"Djibouti","Africa",1962,39.693,89898,3020.989263
"Djibouti","Africa",1967,42.074,127617,3020.050513
"Djibouti","Africa",1972,44.366,178848,3694.212352
"Djibouti","Africa",1977,46.519,228694,3081.761022
"Dominican Republic","Americas",1952,45.928,2491346,1397.717137
"Dominican Republic","Americas",1957,49.828,2923186,1544.402995
"Dominican Republic","Americas",1962,53.459,3453434,1662.137359
"Dominican Republic","Americas",1967,56.751,4049146,1653.723003
"Dominican Republic","Americas",1972,59.631,4671329,2189.874499
"Dominican Republic","Americas",1977,61.788,5302800,2681.9889
"Ecuador","Americas",1952,48.357,3548753,3522.110717
"Ecuador","Americas",1957,51.356,4058385,3780.546651
"Ecuador","Americas",1962,54.64,4681707,4086.114078
"Ecuador","Americas",1967,56.678,5432424,4579.074215
"Ecuador","Americas",1972,58.796,6298651,5280.99471
"Ecuador","Americas",1977,61.31,7278866,6679.62326
"Egypt","Africa",1952,41.893,22223309,1418.822445
"Egypt","Africa",1957,44.444,25009741,1458.915272
"Egypt","Africa",1962,46.992,28173309,1693.335853
"Egypt","Africa",1967,49.293,31681188,1814.880728
"Egypt","Africa",1972,51.137,34807417,2024.008147
"Egypt","Africa",1977,53.319,38783863,2785.493582
"El Salvador","Americas",1952,45.262,2042865,3048.3029
"El Salvador","Americas",1957,48.57,2355805,3421.523218
"El Salvador","Americas",1962,52.307,2747687,3776.803627
"El Salvador","Americas",1967,55.855,3232927,4358.595393
"El Salvador","Americas",1972,58.207,3790903,4520.246008
"El Salvador","Americas",1977,56.696,4282586,5138.922374
"Equatorial Guinea","Africa",1952,34.482,216964,375.6431231
"Equatorial Guinea","Africa",1957,35.983,232922,426.0964081
"Equatorial Guinea","Africa",1962,37.485,249220,582.8419714
"Equatorial Guinea","Africa",1967,38.987,259864,915.5960025
"Equatorial Guinea","Africa",1972,40.516,277603,672.4122571
"Equatorial Guinea","Africa",1977,42.024,192675,958.5668124
"Eritrea","Africa",1952,35.928,1438760,328.9405571
"Eritrea","Africa",1957,38.047,1542611,344.1618859
"Eritrea","Africa",1962,40.158,1666618,380.9958433
"Eritrea","Africa",1967,42.189,1820319,468.7949699
"Eritrea","Africa",1972,44.142,2260187,514.3242082
"Eritrea","Africa",1977,44.535,2512642,505.7538077
"Ethiopia","Africa",1952,34.078,20860941,362.1462796
"Ethiopia","Africa",1957,36.667,22815614,378.9041632
"Ethiopia","Africa",1962,40.059,25145372,419.4564161
"Ethiopia","Africa",1967,42.115,27860297,516.1186438
"Ethiopia","Africa",1972,43.515,30770372,566.2439442
"Ethiopia","Africa",1977,44.51,34617799,556.8083834
"Finland","Europe",1952,66.55,4090500,6424.519071
"Finland","Europe",1957,67.49,4324000,7545.415386
"Finland","Europe",1962,68.75,4491443,9371.842561
"Finland","Europe",1967,69.83,4605744,10921.63626
"Finland","Europe",1972,70.87,4639657,14358.8759
"Finland","Europe",1977,72.52,4738902,15605.42283
"France","Europe",1952,67.41,42459667,7029.809327
"France","Europe",1957,68.93,44310863,8662.834898
"France","Europe",1962,70.51,47124000,10560.48553
"France","Europe",1967,71.55,49569000,12999.91766
"France","Europe",1972,72.38,51732000,16107.19171
"France","Europe",1977,73.83,53165019,18292.63514
"Gabon","Africa",1952,37.003,420702,4293.476475
"Gabon","Africa",1957,38.999,434904,4976.198099
"Gabon","Africa",1962,40.489,455661,6631.459222
"Gabon","Africa",1967,44.598,489004,8358.761987
"Gabon","Africa",1972,48.69,537977,11401.94841
"Gabon","Africa",1977,52.79,706367,21745.57328
"Gambia","Africa",1952,30,284320,485.2306591
"Gambia","Africa",1957,32.065,323150,520.9267111
"Gambia","Africa",1962,33.896,374020,599.650276
"Gambia","Africa",1967,35.857,439593,734.7829124
"Gambia","Africa",1972,38.308,517101,756.0868363
"Gambia","Africa",1977,41.842,608274,884.7552507
"Germany","Europe",1952,67.5,69145952,7144.114393
"Germany","Europe",1957,69.1,71019069,10187.82665
"Germany","Europe",1962,70.3,73739117,12902.46291
"Germany","Europe",1967,70.8,76368453,14745.62561
"Germany","Europe",1972,71,78717088,18016.18027
"Germany","Europe",1977,72.5,78160773,20512.92123
"Ghana","Africa",1952,43.149,5581001,911.2989371
"Ghana","Africa",1957,44.779,6391288,1043.561537
"Ghana","Africa",1962,46.452,7355248,1190.041118
"Ghana","Africa",1967,48.072,8490213,1125.69716
"Ghana","Africa",1972,49.875,9354120,1178.223708
"Ghana","Africa",1977,51.756,10538093,993.2239571
"Greece","Europe",1952,65.86,7733250,3530.690067
"Greece","Europe",1957,67.86,8096218,4916.299889
"Greece","Europe",1962,69.51,8448233,6017.190733
"Greece","Europe",1967,71,8716441,8513.097016
"Greece","Europe",1972,72.34,8888628,12724.82957
"Greece","Europe",1977,73.68,9308479,14195.52428
"Guatemala","Americas",1952,42.023,3146381,2428.237769
"Guatemala","Americas",1957,44.142,3640876,2617.155967
"Guatemala","Americas",1962,46.954,4208858,2750.364446
"Guatemala","Americas",1967,50.016,4690773,3242.531147
"Guatemala","Americas",1972,53.738,5149581,4031.408271
"Guatemala","Americas",1977,56.029,5703430,4879.992748
"Guinea","Africa",1952,33.609,2664249,510.1964923
"Guinea","Africa",1957,34.558,2876726,576.2670245
"Guinea","Africa",1962,35.753,3140003,686.3736739
"Guinea","Africa",1967,37.197,3451418,708.7595409
"Guinea","Africa",1972,38.842,3811387,741.6662307
"Guinea","Africa",1977,40.762,4227026,874.6858643
"Guinea-Bissau","Africa",1952,32.5,580653,299.850319
"Guinea-Bissau","Africa",1957,33.489,601095,431.7904566
"Guinea-Bissau","Africa",1962,34.488,627820,522.0343725
"Guinea-Bissau","Africa",1967,35.492,601287,715.5806402
"Guinea-Bissau","Africa",1972,36.486,625361,820.2245876
"Guinea-Bissau","Africa",1977,37.465,745228,764.7259628
"Haiti","Americas",1952,37.579,3201488,1840.366939
"Haiti","Americas",1957,40.696,3507701,1726.887882
"Haiti","Americas",1962,43.59,3880130,1796.589032
"Haiti","Americas",1967,46.243,4318137,1452.057666
"Haiti","Americas",1972,48.042,4698301,1654.456946
"Haiti","Americas",1977,49.923,4908554,1874.298931
"Honduras","Americas",1952,41.912,1517453,2194.926204
"Honduras","Americas",1957,44.665,1770390,2220.487682
"Honduras","Americas",1962,48.041,2090162,2291.156835
"Honduras","Americas",1967,50.924,2500689,2538.269358
"Honduras","Americas",1972,53.884,2965146,2529.842345
"Honduras","Americas",1977,57.402,3055235,3203.208066
"Hong Kong, China","Asia",1952,60.96,2125900,3054.421209
"Hong Kong, China","Asia",1957,64.75,2736300,3629.076457
"Hong Kong, China","Asia",1962,67.65,3305200,4692.648272
"Hong Kong, China","Asia",1967,70,3722800,6197.962814
"Hong Kong, China","Asia",1972,72,4115700,8315.928145
"Hong Kong, China","Asia",1977,73.6,4583700,11186.14125
"Hungary","Europe",1952,64.03,9504000,5263.673816
"Hungary","Europe",1957,66.41,9839000,6040.180011
"Hungary","Europe",1962,67.96,10063000,7550.359877
"Hungary","Europe",1967,69.5,10223422,9326.64467
"Hungary","Europe",1972,69.76,10394091,10168.65611
"Hungary","Europe",1977,69.95,10637171,11674.83737
"Iceland","Europe",1952,72.49,147962,7267.688428
"Iceland","Europe",1957,73.47,165110,9244.001412
"Iceland","Europe",1962,73.68,182053,10350.15906
"Iceland","Europe",1967,73.73,198676,13319.89568
"Iceland","Europe",1972,74.46,209275,15798.06362
"Iceland","Europe",1977,76.11,221823,19654.96247
"India","Asia",1952,37.373,372000000,546.5657493
"India","Asia",1957,40.249,409000000,590.061996
"India","Asia",1962,43.605,454000000,658.3471509
"India","Asia",1967,47.193,506000000,700.7706107
"India","Asia",1972,50.651,567000000,724.032527
"India","Asia",1977,54.208,634000000,813.337323
"Indonesia","Asia",1952,37.468,82052000,749.6816546
"Indonesia","Asia",1957,39.918,90124000,858.9002707
"Indonesia","Asia",1962,42.518,99028000,849.2897701
"Indonesia","Asia",1967,45.964,109343000,762.4317721
"Indonesia","Asia",1972,49.203,121282000,1111.107907
"Indonesia","Asia",1977,52.702,136725000,1382.702056
"Iran","Asia",1952,44.869,17272000,3035.326002
"Iran","Asia",1957,47.181,19792000,3290.257643
"Iran","Asia",1962,49.325,22874000,4187.329802
"Iran","Asia",1967,52.469,26538000,5906.731805
"Iran","Asia",1972,55.234,30614000,9613.818607
"Iran","Asia",1977,57.702,35480679,11888.59508
"Iraq","Asia",1952,45.32,5441766,4129.766056
"Iraq","Asia",1957,48.437,6248643,6229.333562
"Iraq","Asia",1962,51.457,7240260,8341.737815
"Iraq","Asia",1967,54.459,8519282,8931.459811
"Iraq","Asia",1972,56.95,10061506,9576.037596
"Iraq","Asia",1977,60.413,11882916,14688.23507
"Ireland","Europe",1952,66.91,2952156,5210.280328
"Ireland","Europe",1957,68.9,2878220,5599.077872
"Ireland","Europe",1962,70.29,2830000,6631.597314
"Ireland","Europe",1967,71.08,2900100,7655.568963
"Ireland","Europe",1972,71.28,3024400,9530.772896
"Ireland","Europe",1977,72.03,3271900,11150.98113
"Israel","Asia",1952,65.39,1620914,4086.522128
"Israel","Asia",1957,67.84,1944401,5385.278451
"Israel","Asia",1962,69.39,2310904,7105.630706
"Israel","Asia",1967,70.75,2693585,8393.741404
"Israel","Asia",1972,71.63,3095893,12786.93223
"Israel","Asia",1977,73.06,3495918,13306.61921
"Italy","Europe",1952,65.94,47666000,4931.404155
"Italy","Europe",1957,67.81,49182000,6248.656232
"Italy","Europe",1962,69.24,50843200,8243.58234
"Italy","Europe",1967,71.06,52667100,10022.40131
"Italy","Europe",1972,72.19,54365564,12269.27378
"Italy","Europe",1977,73.48,56059245,14255.98475
"Jamaica","Americas",1952,58.53,1426095,2898.530881
"Jamaica","Americas",1957,62.61,1535090,4756.525781
"Jamaica","Americas",1962,65.61,1665128,5246.107524
"Jamaica","Americas",1967,67.51,1861096,6124.703451
"Jamaica","Americas",1972,69,1997616,7433.889293
"Jamaica","Americas",1977,70.11,2156814,6650.195573
"Japan","Asia",1952,63.03,86459025,3216.956347
"Japan","Asia",1957,65.5,91563009,4317.694365
"Japan","Asia",1962,68.73,95831757,6576.649461
"Japan","Asia",1967,71.43,100825279,9847.788607
"Japan","Asia",1972,73.42,107188273,14778.78636
"Japan","Asia",1977,75.38,113872473,16610.37701
"Jordan","Asia",1952,43.158,607914,1546.907807
"Jordan","Asia",1957,45.669,746559,1886.080591
"Jordan","Asia",1962,48.126,933559,2348.009158
"Jordan","Asia",1967,51.629,1255058,2741.796252
"Jordan","Asia",1972,56.528,1613551,2110.856309
"Jordan","Asia",1977,61.134,1937652,2852.351568
"Kenya","Africa",1952,42.27,6464046,853.540919
"Kenya","Africa",1957,44.686,7454779,944.4383152
"Kenya","Africa",1962,47.949,8678557,896.9663732
"Kenya","Africa",1967,50.654,10191512,1056.736457
"Kenya","Africa",1972,53.559,12044785,1222.359968
"Kenya","Africa",1977,56.155,14500404,1267.613204
"Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758
"Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655
"Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598
"Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609
"Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503
"Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249
"Korea, Rep.","Asia",1952,47.453,20947571,1030.592226
"Korea, Rep.","Asia",1957,52.681,22611552,1487.593537
"Korea, Rep.","Asia",1962,55.292,26420307,1536.344387
"Korea, Rep.","Asia",1967,57.716,30131000,2029.228142
"Korea, Rep.","Asia",1972,62.612,33505000,3030.87665
"Korea, Rep.","Asia",1977,64.766,36436000,4657.22102
"Kuwait","Asia",1952,55.565,160000,108382.3529
"Kuwait","Asia",1957,58.033,212846,113523.1329
"Kuwait","Asia",1962,60.47,358266,95458.11176
"Kuwait","Asia",1967,64.624,575003,80894.88326
"Kuwait","Asia",1972,67.712,841934,109347.867
"Kuwait","Asia",1977,69.343,1140357,59265.47714
"Lebanon","Asia",1952,55.928,1439529,4834.804067
"Lebanon","Asia",1957,59.489,1647412,6089.786934
"Lebanon","Asia",1962,62.094,1886848,5714.560611
"Lebanon","Asia",1967,63.87,2186894,6006.983042
"Lebanon","Asia",1972,65.421,2680018,7486.384341
"Lebanon","Asia",1977,66.099,3115787,8659.696836
"Lesotho","Africa",1952,42.138,748747,298.8462121
"Lesotho","Africa",1957,45.047,813338,335.9971151
"Lesotho","Africa",1962,47.747,893143,411.8006266
"Lesotho","Africa",1967,48.492,996380,498.6390265
"Lesotho","Africa",1972,49.767,1116779,496.5815922
"Lesotho","Africa",1977,52.208,1251524,745.3695408
"Liberia","Africa",1952,38.48,863308,575.5729961
"Liberia","Africa",1957,39.486,975950,620.9699901
"Liberia","Africa",1962,40.502,1112796,634.1951625
"Liberia","Africa",1967,41.536,1279406,713.6036483
"Liberia","Africa",1972,42.614,1482628,803.0054535
"Liberia","Africa",1977,43.764,1703617,640.3224383
"Libya","Africa",1952,42.723,1019729,2387.54806
"Libya","Africa",1957,45.289,1201578,3448.284395
"Libya","Africa",1962,47.808,1441863,6757.030816
"Libya","Africa",1967,50.227,1759224,18772.75169
"Libya","Africa",1972,52.773,2183877,21011.49721
"Libya","Africa",1977,57.442,2721783,21951.21176
"Madagascar","Africa",1952,36.681,4762912,1443.011715
"Madagascar","Africa",1957,38.865,5181679,1589.20275
"Madagascar","Africa",1962,40.848,5703324,1643.38711
"Madagascar","Africa",1967,42.881,6334556,1634.047282
"Madagascar","Africa",1972,44.851,7082430,1748.562982
"Madagascar","Africa",1977,46.881,8007166,1544.228586
"Malawi","Africa",1952,36.256,2917802,369.1650802
"Malawi","Africa",1957,37.207,3221238,416.3698064
"Malawi","Africa",1962,38.41,3628608,427.9010856
"Malawi","Africa",1967,39.487,4147252,495.5147806
"Malawi","Africa",1972,41.766,4730997,584.6219709
"Malawi","Africa",1977,43.767,5637246,663.2236766
"Malaysia","Asia",1952,48.463,6748378,1831.132894
"Malaysia","Asia",1957,52.102,7739235,1810.066992
"Malaysia","Asia",1962,55.737,8906385,2036.884944
"Malaysia","Asia",1967,59.371,10154878,2277.742396
"Malaysia","Asia",1972,63.01,11441462,2849.09478
"Malaysia","Asia",1977,65.256,12845381,3827.921571
"Mali","Africa",1952,33.685,3838168,452.3369807
"Mali","Africa",1957,35.307,4241884,490.3821867
"Mali","Africa",1962,36.936,4690372,496.1743428
"Mali","Africa",1967,38.487,5212416,545.0098873
"Mali","Africa",1972,39.977,5828158,581.3688761
"Mali","Africa",1977,41.714,6491649,686.3952693
"Mauritania","Africa",1952,40.543,1022556,743.1159097
"Mauritania","Africa",1957,42.338,1076852,846.1202613
"Mauritania","Africa",1962,44.248,1146757,1055.896036
"Mauritania","Africa",1967,46.289,1230542,1421.145193
"Mauritania","Africa",1972,48.437,1332786,1586.851781
"Mauritania","Africa",1977,50.852,1456688,1497.492223
"Mauritius","Africa",1952,50.986,516556,1967.955707
"Mauritius","Africa",1957,58.089,609816,2034.037981
"Mauritius","Africa",1962,60.246,701016,2529.067487
"Mauritius","Africa",1967,61.557,789309,2475.387562
"Mauritius","Africa",1972,62.944,851334,2575.484158
"Mauritius","Africa",1977,64.93,913025,3710.982963
"Mexico","Americas",1952,50.789,30144317,3478.125529
"Mexico","Americas",1957,55.19,35015548,4131.546641
"Mexico","Americas",1962,58.299,41121485,4581.609385
"Mexico","Americas",1967,60.11,47995559,5754.733883
"Mexico","Americas",1972,62.361,55984294,6809.40669
"Mexico","Americas",1977,65.032,63759976,7674.929108
"Mongolia","Asia",1952,42.244,800663,786.5668575
"Mongolia","Asia",1957,45.248,882134,912.6626085
"Mongolia","Asia",1962,48.251,1010280,1056.353958
"Mongolia","Asia",1967,51.253,1149500,1226.04113
"Mongolia","Asia",1972,53.754,1320500,1421.741975
"Mongolia","Asia",1977,55.491,1528000,1647.511665
"Montenegro","Europe",1952,59.164,413834,2647.585601
